,title,genres,year,type,originals,description,everything
517,Blind Detective,"crime,comedy,drama,thriller",2013,movie,0,"A blind detective, former cop, teams up with a policewoman who admires him to solve the disappearance of a girl friend of hers, years ago. Besides, he helps her to improve her skills as an investigator.","A blind detective, former cop, teams up with a policewoman who admires him to solve the disappearance of a girl friend of hers, years ago. Besides, he helps her to improve her skills as an investigator. crime,comedy,drama,thriller"
518,Blitz Patrollie,"action-and-adventure,comedy,crime",2012,movie,0,"Blitz Patrollie chronicles the adventures of Rummy Augustine (Joey Rasdien) and his partner, Ace Dikolobe (David Kau), police officers who have had the misfortune of being stationed in a little known depot in the belly of the Johannesburg CBD.","Blitz Patrollie chronicles the adventures of Rummy Augustine (Joey Rasdien) and his partner, Ace Dikolobe (David Kau), police officers who have had the misfortune of being stationed in a little known depot in the belly of the Johannesburg CBD. action-and-adventure,comedy,crime"
519,Blockbuster,comedy,2017,movie,1,"Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola.","Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola. comedy"
520,Blood Father,"action-and-adventure,independent,thriller,crime,drama,mystery",2016,movie,0,An ex-con reunites with his estranged wayward 16-year old daughter to protect her from drug dealers who are trying to kill her.,"An ex-con reunites with his estranged wayward 16-year old daughter to protect her from drug dealers who are trying to kill her. action-and-adventure,independent,thriller,crime,drama,mystery"
521,Blood Money,"drama,horror,mystery,crime,thriller",2017,movie,0,"Three friends on a wilderness excursion must outrun a white collar criminal hellbent on retrieving his cash, but soon their greed turns them against each other. A modern re-telling of Treasure of the Sierra Madre (1948).","Three friends on a wilderness excursion must outrun a white collar criminal hellbent on retrieving his cash, but soon their greed turns them against each other. A modern re-telling of Treasure of the Sierra Madre (1948). drama,horror,mystery,crime,thriller"
522,Bloodsport,"action-and-adventure,biography,drama,sport",1988,movie,0,"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?","U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive? action-and-adventure,biography,drama,sport"
523,Blow,"biography,crime,drama",2001,movie,0,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.","A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price. biography,crime,drama"
524,Blue Is the Warmest Color,"drama,lgbtq,romance",2013,movie,0,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself. drama,lgbtq,romance"
525,Blue Jay,"drama,romance",No info,movie,0,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.","Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past. drama,romance"
526,Blue Ruin,"crime,independent,drama,thriller,mystery",2014,movie,0,"When the quiet life of a beach bum is upended by dreadful news, he sets off for his childhood home to carry out an act of vengeance. However, he proves an inept assassin and finds himself in a brutal fight to protect his estranged family.","When the quiet life of a beach bum is upended by dreadful news, he sets off for his childhood home to carry out an act of vengeance. However, he proves an inept assassin and finds himself in a brutal fight to protect his estranged family. crime,independent,drama,thriller,mystery"
527,Blue Valentine,"drama,romance",2010,movie,0,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.","Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage. drama,romance"
528,BNK48: Girls Don't Cry,documentary,2018,movie,0,"A documentary about a Thai idol girl group, BNK48 originally adapting from a Japanese idol girl group, AKB48 open opportunity to ordinary teens to be selected into a controlled system and competitive concept.","A documentary about a Thai idol girl group, BNK48 originally adapting from a Japanese idol girl group, AKB48 open opportunity to ordinary teens to be selected into a controlled system and competitive concept. documentary"
